node_1|node_2|edge|chunk_id
roleplay dialogue|use cases|Roleplay Dialogue is a specific use case for Claude|49f1653fce8f4ae1a98d81cbe34074ea
content moderation|use cases|Content Moderation is mentioned as one of the use cases for Claude|49f1653fce8f4ae1a98d81cbe34074ea
troubleshooting checklist|troubleshooting|The Troubleshooting checklist is a resource provided in the Troubleshooting section|49f1653fce8f4ae1a98d81cbe34074ea
human: and assistant:|formatting|Human: and Assistant: are used for formatting in dialogue prompts|49f1653fce8f4ae1a98d81cbe34074ea
claude on amazon bedrock|integration|Claude on Amazon Bedrock is mentioned as an integration|49f1653fce8f4ae1a98d81cbe34074ea
claude|amazon bedrock|is a service or entity residing on|57bdefb5fe2a4aeba05e714c33b64b50
complex tasks|subtasks|can be broken down into|57bdefb5fe2a4aeba05e714c33b64b50
claude|complex tasks|performs worse at|57bdefb5fe2a4aeba05e714c33b64b50
bad prompt|writing an essay|is a task that confuses Claude and results in inconsistent following of instructions|57bdefb5fe2a4aeba05e714c33b64b50
good prompt|steps for writing an essay|is a better way to instruct Claude, involving breaking down tasks into subtasks|57bdefb5fe2a4aeba05e714c33b64b50
prompt chaining|multiple prompts|is a process where outputs from earlier prompts are fed into subsequent ones|57bdefb5fe2a4aeba05e714c33b64b50
claude|prompt chaining|may require use of if breaking the prompt into subtasks does not yield reliable results|57bdefb5fe2a4aeba05e714c33b64b50
{{statement}}|argument|is something that can be either for or against in essay prompts given to Claude|57bdefb5fe2a4aeba05e714c33b64b50
essay|conclusion|is a part of that synthesizes the arguments|57bdefb5fe2a4aeba05e714c33b64b50
topic sentences|essay|are to be expanded upon when writing the main body of the essay|57bdefb5fe2a4aeba05e714c33b64b50
anthropic|foundation models|Anthropic is associated with Foundation models|6ed83d463dad4a1a824df0cb73bcc592
claude|prompt engineering|Claude is a tool used for Prompt engineering|6ed83d463dad4a1a824df0cb73bcc592
claude|google sheets|Claude can be integrated with Google Sheets|6ed83d463dad4a1a824df0cb73bcc592
prompt design|constructing a prompt|Prompt Design includes Constructing a prompt|6ed83d463dad4a1a824df0cb73bcc592
prompt design|optimizing your prompt|Prompt Design includes Optimizing your prompt|6ed83d463dad4a1a824df0cb73bcc592
content generation|use cases|Content Generation is a Use Case of Claude|6ed83d463dad4a1a824df0cb73bcc592
content moderation|use cases|Content Moderation is a Use Case of Claude|6ed83d463dad4a1a824df0cb73bcc592
claude|amazon bedrock|Claude can be used on Amazon Bedrock|6ed83d463dad4a1a824df0cb73bcc592
troubleshooting checklist|troubleshooting|Troubleshooting checklist is a part of the Troubleshooting process|6ed83d463dad4a1a824df0cb73bcc592
prompt chaining|useful hacks|Prompt Chaining is listed as a Useful Hack for working with Claude|6ed83d463dad4a1a824df0cb73bcc592
anthropic|claude|Anthropic provides access to Claude|6ed83d463dad4a1a824df0cb73bcc592
comprehension checks|useful hacks|Checking Claude's comprehension is a Useful Hack to improve performance|6ed83d463dad4a1a824df0cb73bcc592
moon (dark mode)|sun (light mode)|Moon and Sun represent the Dark and Light mode features|6ed83d463dad4a1a824df0cb73bcc592
claude|hallucination prevention|There are techniques to let Claude prevent hallucinations|6ed83d463dad4a1a824df0cb73bcc592
human|assistant|Human and Assistant formatting is used for interaction with Claude|6ed83d463dad4a1a824df0cb73bcc592
claude|amazon bedrock|is a feature on|6e8b4830f11e4aa6942cdf79e5c53c4e
nuance|conceptual distinction|is a concept that can be enhanced by|6e8b4830f11e4aa6942cdf79e5c53c4e
binary concepts|n-ary concepts|are types of conceptual distinctions|6e8b4830f11e4aa6942cdf79e5c53c4e
polite responses|impolite responses|contrast with each other|6e8b4830f11e4aa6942cdf79e5c53c4e
polite response features|circumstances|are important in certain|6e8b4830f11e4aa6942cdf79e5c53c4e
impolite response features|circumstances|are less important in certain|6e8b4830f11e4aa6942cdf79e5c53c4e
assistant|conceptual distinction|explains back the|6e8b4830f11e4aa6942cdf79e5c53c4e
assistant|response classification|can classify responses based on|6e8b4830f11e4aa6942cdf79e5c53c4e
assistant|type of response|can give a|6e8b4830f11e4aa6942cdf79e5c53c4e
incorrect responses|prompt|can be listed in the to describe what to avoid|6e8b4830f11e4aa6942cdf79e5c53c4e
prompt|incorrect responses|The prompt includes listing of incorrect responses.|1b7b78e01cd24e0783ddd26aab461c8c
incorrect responses|model|Incorrect responses are examples where the model often errs.|1b7b78e01cd24e0783ddd26aab461c8c
instructions|incorrect example|Instructions may contain incorrect examples to clarify the task.|1b7b78e01cd24e0783ddd26aab461c8c
incorrect example|response|The incorrect example serves to illustrate what the model's response should not be.|1b7b78e01cd24e0783ddd26aab461c8c
few-shot conversation prompt|task description|A few-shot conversation prompt precedes the task description.|1b7b78e01cd24e0783ddd26aab461c8c
few-shot conversation prompt|response|The response follows a few-shot conversation prompt.|1b7b78e01cd24e0783ddd26aab461c8c
task description|restrictions|The task description may specify restrictions for the answers.|1b7b78e01cd24e0783ddd26aab461c8c
answers|restrictions|Answers should adhere to the described restrictions.|1b7b78e01cd24e0783ddd26aab461c8c
conceptual distinction|instructions|Instructions should add contrasting conceptual distinctions to clarify the task.|1b7b78e01cd24e0783ddd26aab461c8c
table of contents|instructions|Table of Contents is a part of the document structure, potentially updated to include new instructions.|1b7b78e01cd24e0783ddd26aab461c8c
incorrect responses|bad examples|Incorrect responses are synonymous with bad examples in the context of task guidelines.|1b7b78e01cd24e0783ddd26aab461c8c
anthropic|foundation models|Anthropic is associated with Foundation models, indicating that they provide or work with them.|5918e03b8ceb478fbe1e35ffa6e25877
claude|anthropic|Claude is a product or service developed by Anthropic.|5918e03b8ceb478fbe1e35ffa6e25877
claude|large language model|Claude is identified as a large language model (LLM).|5918e03b8ceb478fbe1e35ffa6e25877
claude|helpful assistant|Claude is designed to function as a helpful assistant.|5918e03b8ceb478fbe1e35ffa6e25877
claude|conversational tone|Claude is trained to communicate in a conversational tone.|5918e03b8ceb478fbe1e35ffa6e25877
prompt engineering|anthropic|Anthropic provides resources on prompt engineering.|5918e03b8ceb478fbe1e35ffa6e25877
guide|prompt engineering|The Guide is an introductory resource for prompt engineering provided by Anthropic.|5918e03b8ceb478fbe1e35ffa6e25877
content generation|use cases|Content Generation is listed as a use case for Claude.|5918e03b8ceb478fbe1e35ffa6e25877
multiple choice and classification|use cases|Multiple Choice and Classification is listed as a use case for Claude.|5918e03b8ceb478fbe1e35ffa6e25877
text processing|use cases|Text Processing is listed as a use case for Claude.|5918e03b8ceb478fbe1e35ffa6e25877
troubleshooting|claude|Troubleshooting is a topic related to issues or problems arising from using Claude.|5918e03b8ceb478fbe1e35ffa6e25877
claude for google sheets|service|Claude for Google Sheets is a service mentioned as part of the Claude resources.|5918e03b8ceb478fbe1e35ffa6e25877
amazon bedrock|claude|Claude is available on Amazon Bedrock, indicating a platform where Claude can be utilized.|5918e03b8ceb478fbe1e35ffa6e25877
claude|large language model (llm)|is a type of|7b2fd2d6ac034b698267673f9e9b7e5d
claude|anthropic|built by|7b2fd2d6ac034b698267673f9e9b7e5d
claude|helpful assistant|trained to be a|7b2fd2d6ac034b698267673f9e9b7e5d
claude|conversational tone|uses a|7b2fd2d6ac034b698267673f9e9b7e5d
claude.ai|browser|interact through|7b2fd2d6ac034b698267673f9e9b7e5d
api|product integration|allows for|7b2fd2d6ac034b698267673f9e9b7e5d
api|customers|used by to interact with Claude|7b2fd2d6ac034b698267673f9e9b7e5d
interfaces|claude|different methods to interact with|7b2fd2d6ac034b698267673f9e9b7e5d
prompt|claude|used to communicate with|7b2fd2d6ac034b698267673f9e9b7e5d
api-based system|console|move prompt from console to|7b2fd2d6ac034b698267673f9e9b7e5d
getting access|claude|is a step to use|7b2fd2d6ac034b698267673f9e9b7e5d
introduction to prompt design|claude|is a guide for communicating with|7b2fd2d6ac034b698267673f9e9b7e5d
getting started with the api|claude|is a step to integrate Claude into products|7b2fd2d6ac034b698267673f9e9b7e5d
anthropic|foundation models|Anthropic is associated with the development of Foundation models.|118bdd7401d84debbef300f828d55491
claude|prompt engineering resources|Claude is the subject of Anthropic's prompt engineering resources.|118bdd7401d84debbef300f828d55491
claude|access|Users must get access to use Claude.|118bdd7401d84debbef300f828d55491
claude|chat|Users can have their first chat with Claude.|118bdd7401d84debbef300f828d55491
gpt prompts|claude|GPT prompts can be configured for Claude.|118bdd7401d84debbef300f828d55491
claude|google sheets|Claude can be integrated with Google Sheets.|118bdd7401d84debbef300f828d55491
prompt design|introduction|There is an introduction to prompt design available as a guide.|118bdd7401d84debbef300f828d55491
prompt|construction|Users can learn about constructing a prompt.|118bdd7401d84debbef300f828d55491
prompt|optimization|Users can learn about optimizing their prompt.|118bdd7401d84debbef300f828d55491
claude|i don't know|"Claude can be prompted to say ""I don't know"" to prevent hallucinations."|118bdd7401d84debbef300f828d55491
claude|step-by-step thinking|Claude can be asked to think step by step.|118bdd7401d84debbef300f828d55491
complex tasks|subtasks|Complex tasks can be broken into subtasks for Claude to handle.|118bdd7401d84debbef300f828d55491
prompt chaining|claude|Prompt Chaining is a technique used with Claude.|118bdd7401d84debbef300f828d55491
claude|comprehension check|Users can check Claude's comprehension.|118bdd7401d84debbef300f828d55491
text processing|content generation|Content Generation is a use case of text processing by Claude.|118bdd7401d84debbef300f828d55491
multiple choice and classification|use cases|Multiple Choice and Classification are use cases for Claude.|118bdd7401d84debbef300f828d55491
troubleshooting checklist|claude|There is a troubleshooting checklist available for issues with Claude.|118bdd7401d84debbef300f828d55491
claude|amazon bedrock|Claude can be used on Amazon Bedrock.|118bdd7401d84debbef300f828d55491
formatting|human: and assistant:|Human: and Assistant: are formatting options in Claude's dialogue.|118bdd7401d84debbef300f828d55491
hallucination|claude|Claude can experience hallucinations that need troubleshooting.|118bdd7401d84debbef300f828d55491
claude|amazon bedrock|Claude is associated with Amazon Bedrock, as indicated in the heading.|87d3de5cf2b643c3af0968be7cb3e1ca
claude|instructions|Claude is given instructions to perform tasks.|87d3de5cf2b643c3af0968be7cb3e1ca
suggest edits|instructions|Suggest Edits is an action related to improving or clarifying instructions.|87d3de5cf2b643c3af0968be7cb3e1ca
explanatory instructions|claude|Explanatory instructions are given to Claude to clarify a task.|87d3de5cf2b643c3af0968be7cb3e1ca
claude|ai-generated text identification|Claude is tasked with identifying text that is AI-generated.|87d3de5cf2b643c3af0968be7cb3e1ca
instructions|background context|Instructions include background context to facilitate understanding.|87d3de5cf2b643c3af0968be7cb3e1ca
good prompt|ai-generated text identification|Good Prompt is an example that relates to the task of AI-generated text identification.|87d3de5cf2b643c3af0968be7cb3e1ca
claude|response|Claude is expected to respond by restating the understanding of instructions.|87d3de5cf2b643c3af0968be7cb3e1ca
repeat instructions|claude|Claude is asked to repeat instructions back to confirm understanding.|87d3de5cf2b643c3af0968be7cb3e1ca
human|sentence|Human provides the sentence from a legal contract to be edited.|9df3a0cc95094975914200a125405d51
sentence|definition of permitted recipients|The Sentence contains the Definition of Permitted Recipients.|9df3a0cc95094975914200a125405d51
assistant|editing process|Assistant explains the process it will follow to edit the Sentence.|9df3a0cc95094975914200a125405d51
editing process|inclusion of consultants and advisors|The Editing Process will modify the Sentence to include consultants and advisors.|9df3a0cc95094975914200a125405d51
editing process|exclusion of employees|The Editing Process will modify the Sentence to exclude employees.|9df3a0cc95094975914200a125405d51
assistant|final edited sentence|Assistant provides the Final Edited Sentence in brackets at the end of the response.|9df3a0cc95094975914200a125405d51
final edited sentence|legal contract|The Final Edited Sentence is a part of the revised Legal Contract.|9df3a0cc95094975914200a125405d51
combined prompt|original prompt|The Combined Prompt includes the Original Prompt and Claude's explanation if it is correct, or a revised explanation.|9df3a0cc95094975914200a125405d51
permitted recipients|consultants|Permitted Recipients are to include Consultants after the contract edit.|409e9cdb15f346938004d879d5c0ee68
permitted recipients|advisors|Permitted Recipients are to include Advisors after the contract edit.|409e9cdb15f346938004d879d5c0ee68
permitted recipients|employees|Permitted Recipients are specifically to exclude Employees after the contract edit.|409e9cdb15f346938004d879d5c0ee68
legal contract|definition of permitted recipients|A Legal Contract contains a Definition of Permitted Recipients which is being edited in this context.|409e9cdb15f346938004d879d5c0ee68
assistant|editing process|The Assistant outlines the Editing Process to include consultants and advisors but exclude employees in the definition.|409e9cdb15f346938004d879d5c0ee68
claude|instructions|Claude requires explanatory instructions and to have the instructions repeated in order to properly comply with tasks.|409e9cdb15f346938004d879d5c0ee68
legal contract|updated 6 months ago|The context information of the Legal Contract indicates it was Updated 6 months ago.|409e9cdb15f346938004d879d5c0ee68
legal contract|table of contents|The Legal Contract includes a Table of Contents.|409e9cdb15f346938004d879d5c0ee68
human|assistant|The Human provides the sentence and prompts the Assistant to edit it.|409e9cdb15f346938004d879d5c0ee68
anthropic|foundation models|Anthropic is associated with the development or usage of Foundation models.|64d528bfe080465e9ae9cd102d9f2d1a
claude|anthropic|Claude is a product or resource developed by Anthropic.|64d528bfe080465e9ae9cd102d9f2d1a
prompt engineering|anthropic|Prompt engineering resources are provided by Anthropic.|64d528bfe080465e9ae9cd102d9f2d1a
claude|prompt engineering|Claude is used within the context of Prompt engineering.|64d528bfe080465e9ae9cd102d9f2d1a
claude|gpt prompts|GPT prompts can be configured for use with Claude.|64d528bfe080465e9ae9cd102d9f2d1a
claude|google sheets|Claude can be integrated with Google Sheets.|64d528bfe080465e9ae9cd102d9f2d1a
prompt design|optimizing prompts|Part of Prompt design involves Optimizing prompts.|64d528bfe080465e9ae9cd102d9f2d1a
prompt design|constructing a prompt|Constructing a prompt is an aspect of Prompt design.|64d528bfe080465e9ae9cd102d9f2d1a
claude|prevent hallucinations|"Letting Claude say ""I don't know"" is a technique to prevent hallucinations."|64d528bfe080465e9ae9cd102d9f2d1a
content generation|use cases|Content Generation is listed as one of the Use Cases for Claude.|64d528bfe080465e9ae9cd102d9f2d1a
content moderation|use cases|Content Moderation is an application included in the Use Cases for Claude.|64d528bfe080465e9ae9cd102d9f2d1a
troubleshooting checklist|troubleshooting|The Troubleshooting checklist is a part of Troubleshooting methods.|64d528bfe080465e9ae9cd102d9f2d1a
claude on amazon bedrock|claude|Claude is available on Amazon Bedrock.|64d528bfe080465e9ae9cd102d9f2d1a
amazon bedrock|claude|Amazon Bedrock is a platform where Claude can be used.|64d528bfe080465e9ae9cd102d9f2d1a
claude|amazon bedrock|Claude operates on Amazon Bedrock.|801fe0760baa4690ac17fa19fbe44ee0
claude|honest assistant|Claude is trained to be an honest assistant.|801fe0760baa4690ac17fa19fbe44ee0
hallucinations|claude|Claude may 'hallucinate' by making up facts or details.|801fe0760baa4690ac17fa19fbe44ee0
permission|claude|Giving Claude permission allows it to say 'I don't know'.|801fe0760baa4690ac17fa19fbe44ee0
question|answer|Claude provides answers to questions asked.|801fe0760baa4690ac17fa19fbe44ee0
social context|humans|Humans have an implicit social context that lying is worse than not knowing.|801fe0760baa4690ac17fa19fbe44ee0
bad prompt|bad output|A bad prompt can lead to incorrect output from Claude.|801fe0760baa4690ac17fa19fbe44ee0
good prompt|good output|A good prompt can lead to correct output or admission of not knowing by Claude.|801fe0760baa4690ac17fa19fbe44ee0
heaviest hippo ever recorded|incorrect information|Incorrect information was provided about the heaviest hippo ever recorded.|801fe0760baa4690ac17fa19fbe44ee0
humans|questions|Humans ask questions to Claude for answers.|801fe0760baa4690ac17fa19fbe44ee0
bull|hippos|Male hippos are referred to as bulls.|801fe0760baa4690ac17fa19fbe44ee0
cow|hippos|Female hippos are referred to as cows.|801fe0760baa4690ac17fa19fbe44ee0
hubert|hippos|Hubert is the name of a hippo falsely claimed to be the heaviest.|801fe0760baa4690ac17fa19fbe44ee0
heaviest hippo ever recorded|weight|The heaviest hippo ever recorded has an unspecified weight.|c62f5988e3c24869a41ed7c67bb329b4
heaviest hippo ever recorded|over 5 tons|The estimated weight of the heaviest hippo ever recorded is likely over 5 tons.|c62f5988e3c24869a41ed7c67bb329b4
typical size ranges of hippos|over 5 tons|Based on the typical size ranges of hippos, they can weigh over 5 tons.|c62f5988e3c24869a41ed7c67bb329b4
claude is hallucinating|troubleshooting page|The troubleshooting page provides techniques to prevent hallucinations like Claude’s.|c62f5988e3c24869a41ed7c67bb329b4
anthropic|foundation models|Anthropic is associated with Foundation models as part of its research and development focus.|67b25d10c6cf40e5a356662ad68f2473
claude|prompt engineering resources|Claude is a subject of Anthropic's prompt engineering resources.|67b25d10c6cf40e5a356662ad68f2473
getting access to claude|introduction section|Getting access to Claude is a topic covered under the Introduction section of the guide.|67b25d10c6cf40e5a356662ad68f2473
configuring gpt prompts for claude|prompt design|Configuring GPT prompts for Claude is a process explained in the Prompt Design section.|67b25d10c6cf40e5a356662ad68f2473
claude for google sheets|use cases|Claude for Google Sheets is one of the applications listed under the Use Cases for Claude.|67b25d10c6cf40e5a356662ad68f2473
prompt chaining|useful hacks|Prompt Chaining is considered a Useful Hack for working with Claude.|67b25d10c6cf40e5a356662ad68f2473
content generation|use cases|Content Generation is listed as one of the Use Cases for Claude.|67b25d10c6cf40e5a356662ad68f2473
troubleshooting checklist|troubleshooting|The Troubleshooting checklist is a part of the Troubleshooting guides for issues related to Claude.|67b25d10c6cf40e5a356662ad68f2473
claude|amazon bedrock|Claude is available on Amazon Bedrock as mentioned in the guide.|67b25d10c6cf40e5a356662ad68f2473
dialogue|claude|Claude is trained to communicate effectively in dialogue format.|67b25d10c6cf40e5a356662ad68f2473
claude|conversational assistant|is a type of|02e4f184e7e14267974588dca1ab3606
claude|helpful|is trained to be|02e4f184e7e14267974588dca1ab3606
claude|honest|is trained to be|02e4f184e7e14267974588dca1ab3606
claude|harmless|is trained to be|02e4f184e7e14267974588dca1ab3606
claude|speaking in dialogue|is used for|02e4f184e7e14267974588dca1ab3606
instructions|regular english|are given in|02e4f184e7e14267974588dca1ab3606
instructions quality|outputs quality|affects|02e4f184e7e14267974588dca1ab3606
claude|sequence prediction|works by|02e4f184e7e14267974588dca1ab3606
language model|large|is described as|02e4f184e7e14267974588dca1ab3606
claude|language model|is based on|02e4f184e7e14267974588dca1ab3606
claude|context window|can only see and make predictions on what is in|02e4f184e7e14267974588dca1ab3606
context window|previous conversations|cannot remember unless included in the prompt|02e4f184e7e14267974588dca1ab3606
context window|links|cannot open|02e4f184e7e14267974588dca1ab3606
prompt|text|is the given|02e4f184e7e14267974588dca1ab3606
prompt|elicit|is designed to|02e4f184e7e14267974588dca1ab3606
output|text|Claude responds with is called|02e4f184e7e14267974588dca1ab3606
prompt|question or instructions|is usually in the form of|02e4f184e7e14267974588dca1ab3606
sky|blue color|The sky appears blue because of how air molecules scatter sunlight.|92ea047c70a54611baa9addf6d52c8e1
molecules in the air|sunlight|Molecules in the air scatter light from the sun.|92ea047c70a54611baa9addf6d52c8e1
shorter wavelength light|blue color|Shorter wavelength light, which includes blue, scatters more easily than longer wavelengths.|92ea047c70a54611baa9addf6d52c8e1
longer wavelength light|reds and yellows|Longer wavelength light includes colors like reds and yellows that scatter less than blue.|92ea047c70a54611baa9addf6d52c8e1
rayleigh scattering|scattered blue light|Rayleigh scattering is the process by which we see scattered blue light in the sky.|92ea047c70a54611baa9addf6d52c8e1
sky color variation|conditions like angle of the sun|The color of the sky varies based on conditions such as the angle of the sun.|92ea047c70a54611baa9addf6d52c8e1
sky color variation|amount of dust/water in the air|The color of the sky varies based on the amount of dust or water in the air.|92ea047c70a54611baa9addf6d52c8e1
blue wavelength of light|perceived color of the clear sky|During the day with a clear sky, the blue wavelength of light is most responsible for the color we perceive.|92ea047c70a54611baa9addf6d52c8e1
claude-in-slack|prompt|In Claude-in-Slack, a user can ask Claude by typing a prompt.|92ea047c70a54611baa9addf6d52c8e1
console|prompt|In the Console, a user can enter a prompt to receive a response from Claude.|92ea047c70a54611baa9addf6d52c8e1
color blue|calming effect|The color blue is often seen as a soothing and calming color.|92ea047c70a54611baa9addf6d52c8e1
color blue|calming and soothing color|is often seen as|1b75dff2578b49578641adc4dca04ed1
api|unexpected behavior|may lead to|1b75dff2578b49578641adc4dca04ed1
api prompt|specific structure|requires|1b75dff2578b49578641adc4dca04ed1
claude|ongoing dialogue structure|is trained to fill in text for|1b75dff2578b49578641adc4dca04ed1
api prompt|reinforcement learning with human feedback (rlhf)|is trained and fine-tuned using|1b75dff2578b49578641adc4dca04ed1
ai assistant|human:|is part of an ongoing dialogue with|1b75dff2578b49578641adc4dca04ed1
ai assistant|assistant:|is part of an ongoing dialogue with|1b75dff2578b49578641adc4dca04ed1
api prompts|expected results|needed to get|1b75dff2578b49578641adc4dca04ed1
prompts structure|two newlines before both human and assistant|requires|1b75dff2578b49578641adc4dca04ed1
claude|context window|has a maximum prompt length seen as|1b75dff2578b49578641adc4dca04ed1
context window|75,000 words|equivalent to|1b75dff2578b49578641adc4dca04ed1
context window|100,000 tokens|equivalent to|1b75dff2578b49578641adc4dca04ed1
context window|340,000 unicode characters|equivalent to|1b75dff2578b49578641adc4dca04ed1
claude|sequence prediction|works by|1b75dff2578b49578641adc4dca04ed1
prompt|sequence prediction|is a part of|1b75dff2578b49578641adc4dca04ed1
anthropic|foundation models|Anthropic provides resources related to Foundation models.|e6d9d8952ef6407ba3975d192045afc9
claude|anthropic|Claude is a tool or resource provided by Anthropic.|e6d9d8952ef6407ba3975d192045afc9
prompt engineering|guides|Prompt engineering is a subject covered in the guides provided by Anthropic.|e6d9d8952ef6407ba3975d192045afc9
claude for google sheets|use cases|Using Claude for Google Sheets is a use case mentioned in the context.|e6d9d8952ef6407ba3975d192045afc9
prompt design|guides|Prompt Design is a specific section within the guides.|e6d9d8952ef6407ba3975d192045afc9
content generation|use cases|Content Generation is recognized as a use case for Claude.|e6d9d8952ef6407ba3975d192045afc9
content moderation|use cases|Content Moderation is identified as another use case for Claude.|e6d9d8952ef6407ba3975d192045afc9
troubleshooting|guides|Troubleshooting is a guide topic that helps users resolve issues with Claude.|e6d9d8952ef6407ba3975d192045afc9
claude on amazon bedrock|platform use cases|Claude on Amazon Bedrock implies that Claude can run on Amazon's infrastructure as a use case.|e6d9d8952ef6407ba3975d192045afc9
human: and assistant: formatting|prompt engineering|Human: and Assistant: formatting is a concept within prompt engineering for designing prompts.|e6d9d8952ef6407ba3975d192045afc9
claude|hallucinating|Claude is experiencing hallucinations.|2b8d597e1ba84e078cf4920ba62edf34
claude on amazon bedrock|special terms|Claude on Amazon Bedrock has been trained to recognize 'Human:' and 'Assistant:' as special terms.|2b8d597e1ba84e078cf4920ba62edf34
human:|indicator of speaking|'Human:' is considered an indicator of who is speaking.|2b8d597e1ba84e078cf4920ba62edf34
assistant:|indicator of speaking|'Assistant:' is considered an indicator of who is speaking.|2b8d597e1ba84e078cf4920ba62edf34
human:|assistant:|'Human:' and 'Assistant:' are related as they are both used to indicate dialogue participants.|2b8d597e1ba84e078cf4920ba62edf34
h:|a:|Use 'H:' and 'A:' for examples in sample dialogues to avoid confusion.|2b8d597e1ba84e078cf4920ba62edf34
dialogue example|confusion|Using 'Human:' and 'Assistant:' in a sample dialogue can cause confusion, as Claude is trained to read them as actual dialogue indicators.|2b8d597e1ba84e078cf4920ba62edf34
sample dialogue|assistant response|The sample dialogue shown is used to depict the response from the assistant.|2b8d597e1ba84e078cf4920ba62edf34
assistant interpretation|sample dialogue|How the assistant interprets the sample dialogue is explained step-by-step.|2b8d597e1ba84e078cf4920ba62edf34
assistant interpretation|dialogue|The assistant's interpretation of the dialogue is that it consists of multiple messages.|2b8d597e1ba84e078cf4920ba62edf34
prompt|assistant|is something that the assistant receives and needs to respond to.|5c52baf12ec14db88c5c2ba7925814e3
human|assistant|are replaced by User and AI or H and A in the context to avoid confusion.|5c52baf12ec14db88c5c2ba7925814e3
sample dialogue|assistant|is an example dialogue used to illustrate what kind of response is expected from the assistant.|5c52baf12ec14db88c5c2ba7925814e3
favorite color|sample dialogue|is the topic of the sample dialogue provided in the context.|5c52baf12ec14db88c5c2ba7925814e3
response|assistant|is what the assistant provides after receiving a prompt.|5c52baf12ec14db88c5c2ba7925814e3
human|claude|tokens are used to pass Claude a previous conversation in a prompt.|5c52baf12ec14db88c5c2ba7925814e3
pet cats|missing leg|is a condition of one of the Human's pet cats in the sample dialogue.|5c52baf12ec14db88c5c2ba7925814e3
step-by-step thinking|assistant|is a method the assistant can use to answer a question, as requested by the Human.|5c52baf12ec14db88c5c2ba7925814e3
total legs|pet cats|is the sum of legs the cats have, which is the subject of the question asked by the Human.|5c52baf12ec14db88c5c2ba7925814e3
claude|step-by-step thinking|Claude is requested to perform step-by-step thinking|0ba19fbf21c64cb58bcc61081089ee77
human|assistant|Human interacts with Assistant through dialogue|0ba19fbf21c64cb58bcc61081089ee77
human|permission|Human grants permission|0ba19fbf21c64cb58bcc61081089ee77
assistant|claude|Assistant can put words in Claude's mouth|0ba19fbf21c64cb58bcc61081089ee77
human|claude|Human allows Claude to think in a step-by-step manner|0ba19fbf21c64cb58bcc61081089ee77
human|human token|Human is represented by a token in the dialogue examples|0ba19fbf21c64cb58bcc61081089ee77
assistant|assistant token|Assistant is represented by a token in the dialogue examples|0ba19fbf21c64cb58bcc61081089ee77
assistant token|a:|A: is used as a shorthand for the Assistant token in examples|0ba19fbf21c64cb58bcc61081089ee77
human token|h:|H: is used as a shorthand for the Human token in examples|0ba19fbf21c64cb58bcc61081089ee77
table of contents|usage examples|Table of Contents lists the usage of examples|0ba19fbf21c64cb58bcc61081089ee77
updated|12 days ago|The document was updated 12 days prior to the current date|0ba19fbf21c64cb58bcc61081089ee77
anthropic|foundation models|Anthropic is an entity that develops or works with Foundation models.|614ae1b662b44df282b858e1c05ab58c
claude|prompt engineering resources|Claude is related to prompt engineering resources as part of the guide offered by Anthropic.|614ae1b662b44df282b858e1c05ab58c
gpt prompts|claude|GPT prompts are configured for use with Claude as described in the guide.|614ae1b662b44df282b858e1c05ab58c
claude|google sheets|Claude can be integrated with Google Sheets, according to the guide.|614ae1b662b44df282b858e1c05ab58c
prompt design|constructing a prompt|Prompt design includes the process of constructing a prompt as part of its methodology.|614ae1b662b44df282b858e1c05ab58c
claude|i don't know|Claude can be prompted to say 'I don't know' to prevent hallucinations.|614ae1b662b44df282b858e1c05ab58c
claude|think step by step|Claude can be asked to think step by step as a useful hack to improve output.|614ae1b662b44df282b858e1c05ab58c
prompt chaining|claude|Prompt Chaining is a technique that can be used with Claude to achieve complex tasks.|614ae1b662b44df282b858e1c05ab58c
content generation|use cases|Content Generation is listed as a use case for Claude's capabilities.|614ae1b662b44df282b858e1c05ab58c
advanced text analysis|use cases|Advanced Text Analysis is listed as a use case, indicating an application of Claude's capabilities.|614ae1b662b44df282b858e1c05ab58c
claude on amazon bedrock|claude|Claude is available on Amazon Bedrock, which is a platform or service.|614ae1b662b44df282b858e1c05ab58c
troubleshooting checklist|claude|A troubleshooting checklist is provided for resolving issues that may arise with Claude.|614ae1b662b44df282b858e1c05ab58c
claude|amazon bedrock|Claude operates on Amazon Bedrock.|dd5ae70eab61482cbe72c9172ead132c
advanced text analysis|claude|Advanced Text Analysis is a task that Claude can perform.|dd5ae70eab61482cbe72c9172ead132c
document q&a|claude|Claude can perform a Document Q&A task with citations.|dd5ae70eab61482cbe72c9172ead132c
basic text analysis|advanced text analysis|Advanced Text Analysis is more complex than Basic Text Analysis.|dd5ae70eab61482cbe72c9172ead132c
xml tags|text formatting|XML tags such as `<text></text>` are used to format long text.|dd5ae70eab61482cbe72c9172ead132c
prompt|claude|A prompt is given to Claude to find relevant quotes and answer questions.|dd5ae70eab61482cbe72c9172ead132c
quotes|document|Quotes are extracted from the document to answer questions.|dd5ae70eab61482cbe72c9172ead132c
relevant quotes|questions|Relevant quotes from a document are used to answer specific questions.|dd5ae70eab61482cbe72c9172ead132c
facts|quotes|Facts from the quoted content are used to answer questions.|dd5ae70eab61482cbe72c9172ead132c
numbered order|quotes|Quotes should be printed in numbered order when relevant to the question.|dd5ae70eab61482cbe72c9172ead132c
